01|05|ДОМАШНЯЯ ПТИЦА ЖИВАЯ, ТО ЕСТЬ КУРЫ ДОМАШНИЕ (GALLUS DOMESTICUS), УТКИ, ГУСИ, ИНДЕЙКИ И ЦЕСАРКИ|2007-01-01|2009-12-31
01|05|ДОМАШНЯЯ ПТИЦА ЖИВАЯ, ТО ЕСТЬ КУРЫ ДОМАШНИЕ (GALLUS DOMESTICUS), УТКИ, ГУСИ, ИНДЕЙКИ И ЦЕСАРКИ|2010-01-01|2011-12-31
01|05|ДОМАШНЯЯ ПТИЦА ЖИВАЯ, ТО ЕСТЬ КУРЫ ДОМАШНИЕ (GALLUS DOMESTICUS), УТКИ, ГУСИ, ИНДЕЙКИ И ЦЕСАРКИ:|2012-01-01|2012-08-22
01|05|ДОМАШНЯЯ ПТИЦА ЖИВАЯ, ТО ЕСТЬ КУРЫ ДОМАШНИЕ (GALLUS DOMESTICUS), УТКИ, ГУСИ, ИНДЕЙКИ И ЦЕСАРКИ|2012-08-23|2016-12-31
01|05|ДОМАШНЯЯ ПТИЦА ЖИВАЯ, ТО ЕСТЬ КУРЫ ДОМАШНИЕ (GALLUS DOMESTICUS), УТКИ, ГУСИ, ИНДЕЙКИ И ЦЕСАРКИ|2017-01-01|2021-12-31
01|05|ДОМАШНЯЯ ПТИЦА ЖИВАЯ, ТО ЕСТЬ КУРЫ ДОМАШНИЕ (GALLUS DOMESTICUS), УТКИ, ГУСИ, ИНДЕЙКИ И ЦЕСАРКИ|2022-01-01|
01|06|ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ|2002-01-01|2006-12-31
01|06|ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ|2007-01-01|2009-12-31
01|06|ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ|2010-01-01|2011-12-31
01|06|ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ:|2012-01-01|2012-08-22
01|06|ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ|2012-08-23|2016-12-31
01|06|ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ|2017-01-01|2021-12-31
01|06|ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ|2022-01-01|
02|01|МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ|2002-01-01|2006-12-31
02|01|МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ|2007-01-01|2009-12-31
02|01|МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ|2010-01-01|2011-12-31
02|01|МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ:|2012-01-01|2012-08-22
02|01|МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ|2012-08-23|2016-12-31
02|01|МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ|2017-01-01|2021-12-31
02|01|МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ|2022-01-01|
02|02|МЯСО КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНОЕ|2002-01-01|2006-12-31
02|02|МЯСО КРУПНОГО РОГАТОГО СКОТА, ЗАМОРОЖЕННОЕ|2007-01-01|2009-12-31
02|02|МЯСО КРУПНОГО РОГАТОГО СКОТА, ЗАМОРОЖЕННОЕ|2010-01-01|2011-12-31
02|02|МЯСО КРУПНОГО РОГАТОГО СКОТА, ЗАМОРОЖЕННОЕ:|2012-01-01|2012-08-22
02|02|МЯСО КРУПНОГО РОГАТОГО СКОТА, ЗАМОРОЖЕННОЕ|2012-08-23|2016-12-31
02|02|МЯСО КРУПНОГО РОГАТОГО СКОТА, ЗАМОРОЖЕННОЕ|2017-01-01|2021-12-31
02|02|МЯСО КРУПНОГО РОГАТОГО СКОТА, ЗАМОРОЖЕННОЕ|2022-01-01|
02|03|СВИНИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ МОРОЖЕНАЯ|2002-01-01|2006-12-31
02|03|СВИНИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|2007-01-01|2009-12-31
02|03|СВИНИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|2010-01-01|2011-12-31
02|03|СВИНИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ:|2012-01-01|2012-08-22
02|03|СВИНИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|2012-08-23|2016-12-31
02|03|СВИНИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|2017-01-01|2021-12-31
02|03|СВИНИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|2022-01-01|
02|04|БАРАНИНА ИЛИ КОЗЛЯТИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ МОРОЖЕНАЯ|2002-01-01|2006-12-31
02|04|БАРАНИНА ИЛИ КОЗЛЯТИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|2007-01-01|2009-12-31
02|04|БАРАНИНА ИЛИ КОЗЛЯТИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|2010-01-01|2011-12-31
02|04|БАРАНИНА ИЛИ КОЗЛЯТИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ:|2012-01-01|2012-08-22
02|04|БАРАНИНА ИЛИ КОЗЛЯТИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|2012-08-23|2016-12-31
02|04|БАРАНИНА ИЛИ КОЗЛЯТИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|2017-01-01|2021-12-31
02|04|БАРАНИНА ИЛИ КОЗЛЯТИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|2022-01-01|
02|06|ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВИНЕЙ, ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|2002-01-01|2006-12-31
02|06|ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВИНЕЙ, ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|2007-01-01|2009-12-31
02|06|ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВИНЕЙ, ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|2010-01-01|2011-12-31
02|06|ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВИНЕЙ, ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ:|2012-01-01|2012-08-22
02|06|ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВИНЕЙ, ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|2012-08-23|2016-12-31
02|06|ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВИНЕЙ, ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|2017-01-01|2021-12-31
02|06|ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВИНЕЙ, ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|2022-01-01|
02|07|МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ДОМАШНЕЙ ПТИЦЫ, УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 0105, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|2002-01-01|2006-12-31
02|07|МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ДОМАШНЕЙ ПТИЦЫ, УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 0105, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|2007-01-01|2009-12-31
02|07|МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ДОМАШНЕЙ ПТИЦЫ, УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 0105, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|2010-01-01|2011-12-31
02|07|МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ДОМАШНЕЙ ПТИЦЫ, УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 0105, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ:|2012-01-01|2012-08-22
02|07|МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ДОМАШНЕЙ ПТИЦЫ, УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 0105, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|2012-08-23|2016-12-31
02|07|МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ДОМАШНЕЙ ПТИЦЫ, УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 0105, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|2017-01-01|2021-12-31
02|07|МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ДОМАШНЕЙ ПТИЦЫ, УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 0105, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|2022-01-01|
02|08|ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|2002-01-01|2006-12-31
02|08|ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|2007-01-01|2009-12-31
02|08|ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|2010-01-01|2011-12-31
02|08|ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ:|2012-01-01|2012-08-22
02|08|ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|2012-08-23|2016-12-31
02|08|ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|2017-01-01|2021-12-31
02|08|ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|2022-01-01|
02|09|СВИНОЙ ЖИР, ОТДЕЛЕННЫЙ ОТ ТОЩЕГО МЯСА, И ЖИР ДОМАШНЕЙ ПТИЦЫ, НЕ ВЫТОПЛЕННЫЕ ИЛИ НЕ ИЗВЛЕЧЕННЫЕ ДРУГИМ СПОСОБОМ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ, ЗАМОРОЖЕННЫЕ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ:|2012-01-01|2012-08-22
02|09|СВИНОЙ ЖИР, ОТДЕЛЕННЫЙ ОТ ТОЩЕГО МЯСА, И ЖИР ДОМАШНЕЙ ПТИЦЫ, НЕ ВЫТОПЛЕННЫЕ ИЛИ НЕ ИЗВЛЕЧЕННЫЕ ДРУГИМ СПОСОБОМ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ, ЗАМОРОЖЕННЫЕ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ|2012-08-23|2016-12-31
02|09|СВИНОЙ ЖИР, ОТДЕЛЕННЫЙ ОТ ТОЩЕГО МЯСА, И ЖИР ДОМАШНЕЙ ПТИЦЫ, НЕ ВЫТОПЛЕННЫЕ ИЛИ НЕ ИЗВЛЕЧЕННЫЕ ДРУГИМ СПОСОБОМ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ, ЗАМОРОЖЕННЫЕ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ|2017-01-01|2021-12-31
02|09|СВИНОЙ ЖИР, ОТДЕЛЕННЫЙ ОТ ТОЩЕГО МЯСА, И ЖИР ДОМАШНЕЙ ПТИЦЫ, НЕ ВЫТОПЛЕННЫЕ ИЛИ НЕ ИЗВЛЕЧЕННЫЕ ДРУГИМ СПОСОБОМ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ, ЗАМОРОЖЕННЫЕ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ|2022-01-01|
02|10|МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ|2002-01-01|2006-12-31
02|10|МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ|2007-01-01|2009-12-31
02|10|МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ|2010-01-01|2011-12-31
02|10|МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ:|2012-01-01|2012-08-22
02|10|МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ|2012-08-23|2016-12-31
02|10|МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ|2017-01-01|2021-12-31
02|10|МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ|2022-01-01|
03|01|ЖИВАЯ РЫБА|2002-01-01|2006-12-31
03|01|ЖИВАЯ РЫБА|2007-01-01|2009-12-31
03|01|ЖИВАЯ РЫБА|2010-01-01|2011-12-31
03|01|ЖИВАЯ РЫБА:|2012-01-01|2012-08-22
03|01|ЖИВАЯ РЫБА|2012-08-23|2016-12-31
03|01|ЖИВАЯ РЫБА|2017-01-01|2021-12-31
03|01|ЖИВАЯ РЫБА|2022-01-01|
03|02|РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|2002-01-01|2006-12-31
03|02|РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|2007-01-01|2009-12-31
03|02|РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|2010-01-01|2011-12-31
03|02|РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304:|2012-01-01|2012-08-22
03|02|РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|2012-08-23|2016-12-31
03|02|РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|2017-01-01|2021-12-31
03|02|РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|2022-01-01|
03|03|РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|2002-01-01|2006-12-31
03|03|РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|2007-01-01|2009-12-31
03|03|РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|2010-01-01|2011-12-31
03|03|РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304:|2012-01-01|2012-08-22
03|03|РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|2012-08-23|2016-12-31
03|03|РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|2017-01-01|2021-12-31
03|03|РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|2022-01-01|
03|04|ФИЛЕ РЫБНОЕ И ПРОЧЕЕ МЯСО РЫБЫ (ВКЛЮЧАЯ ФАРШ), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|2002-01-01|2006-12-31
03|04|ФИЛЕ РЫБНОЕ И ПРОЧЕЕ МЯСО РЫБЫ (ВКЛЮЧАЯ ФАРШ), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|2007-01-01|2009-12-31
03|04|ФИЛЕ РЫБНОЕ И ПРОЧЕЕ МЯСО РЫБЫ (ВКЛЮЧАЯ ФАРШ), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|2010-01-01|2011-12-31
03|04|ФИЛЕ РЫБНОЕ И ПРОЧЕЕ МЯСО РЫБЫ (ВКЛЮЧАЯ ФАРШ), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ:|2012-01-01|2012-08-22
03|04|ФИЛЕ РЫБНОЕ И ПРОЧЕЕ МЯСО РЫБЫ (ВКЛЮЧАЯ ФАРШ), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|2012-08-23|2016-12-31
03|04|ФИЛЕ РЫБНОЕ И ПРОЧЕЕ МЯСО РЫБЫ (ВКЛЮЧАЯ ФАРШ), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|2017-01-01|2021-12-31
03|04|ФИЛЕ РЫБНОЕ И ПРОЧЕЕ МЯСО РЫБЫ (ВКЛЮЧАЯ ФАРШ), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|2022-01-01|
03|05|РЫБА СУШЕНАЯ, СОЛЕНАЯ ИЛИ В РАССОЛЕ; РЫБА ГОРЯЧЕГО ИЛИ ХОЛОДНОГО КОПЧЕНИЯ; РЫБНАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА И ГРАНУЛЫ, ПРИГОДНЫЕ ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ|2002-01-01|2006-12-31
03|05|РЫБА СУШЕНАЯ, СОЛЕНАЯ ИЛИ В РАССОЛЕ; РЫБА ГОРЯЧЕГО ИЛИ ХОЛОДНОГО КОПЧЕНИЯ; РЫБНАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА И ГРАНУЛЫ ИЗ РЫБЫ, ПРИГОДНЫЕ ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ|2007-01-01|2009-12-31
